Timestamp,Value,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,Class
142332.2222,2.04,,0.169594338,0.516336914,-0.012457356,-239,0.618702521,0.076115287,-0.03797672,-0.316660653,-0.095379195,0.513031274,0.360327056,0
119183.3333,11.992,,0.11221436,-2.935358569,0.003714346,0.263753518,-8,0.146091533,-0.134630056,0.056636338,0.099037417,-0.323509266,-439,0
45431.11111,0.8,3.299273505,-0.29589541,-12.20747525,-0.012417669,0.526430524,-0.42858273,-0.379813474,0.016297277,0.050162653,0.132051149,-162,-49,0
143203.3333,3.592,-1140,0.150997015,0.125690314,0.002900848,0.190878977,1.522355699,,,0.399560865,,-0.302701368,,0
56594.44444,1.6,-133,0.098805184,-0.805482971,-0.002672345,-0.229746849,-0.527894441,0.025689634,0.045053709,0.035059585,-0.116147451,-742,0.313825794,0
83418.88889,16,-0.546463884,-0.240129995,-1.325444337,0.012169595,0.037868585,-5.07E-05,0.091534542,-0.042524251,0.199523486,0.305141922,,0.453305702,0
33986.66667,12.296,-8.390027978,0.422138393,-8.07029873,0.017299917,0.262218504,0.89198361,-0.224870769,,-0.086118994,-0.356261865,-0.010204582,-335,0
173945.5556,0.712,,0.225591327,-2.186249207,-0.011589838,0.24490564,,-0.035885838,0.010914759,-0.311485243,0.934037914,-0.277150848,-0.30571101,0
57544.44444,38.424,,0.240063211,10.69207596,0.004608468,-0.140713144,0.288870732,0.157259646,0.00527208,-0.260151042,0.977590373,-0.810580514,-1.108193815,0
79286.66667,7.992,0.203651706,-0.021828978,-5.25546925,0.018733019,0.346001938,0.003993362,-326,-0.034731384,-0.067669092,,,-0.152280999,0
186087.7778,104.712,53,,-457,-0.005969219,0.025650675,1.399890012,-0.207390802,-0.050798742,-0.082058197,-0.82037395,0.36988542,,0
48797.77778,183.76,-7.960685433,,0.725058442,0.029605941,-0.25012751,0.796026726,-0.118492055,0.034177323,-0.240991065,-0.305470375,-0.21456705,0.864748562,0
162565.5556,2.872,25,0.277595853,-492,-0.003786309,0.405048405,,0.123288002,0.041091802,0.463584544,-0.032690934,-0.503488091,-0.012075034,0
75653.33333,75.16,,-311,,0.012535017,0.040144731,0.343495189,738,-0.030200298,-0.150649866,-0.157496798,-0.474337485,1.306460604,0
63113.33333,13.728,-0.03711471,0.229491216,,-0.024546442,-0.109852831,0.597309486,-0.021858,-0.004673071,0.026391885,0.501697033,-0.421337285,0.891022299,0
26328.88889,48,-6.734982608,-0.446618726,1.898661861,0.045891112,-0.017076134,-0.121331806,0.051981487,-0.066632855,-0.386690038,-0.357882954,0.210134844,0.427927689,0
138547.7778,99.992,106,-0.055540902,-0.251825437,-0.033429219,-0.143392975,0.58401587,0.015345385,-307,0.275566147,1.019116621,-0.057944272,-0.92295794,0
190933.3333,0.712,0.586628009,0.117916354,2.350148744,-0.072103994,0.166652769,-304,-0.065951804,0.005297856,-0.068314157,1.337624558,-0.239981519,,0
97671.11111,31.84,12.04412482,0.350978112,-12.13317568,-0.046537404,-0.158458506,,-0.044746382,-0.024140166,-0.112467571,0.12685957,,-0.12606527,0
138612.2222,29.984,-317,0.365496767,-25.14241559,-0.049591903,-0.22242924,-0.203425624,-371,-0.002125754,-0.113872103,-136,-232,1.054617532,0
161175.5556,22.264,3.289313756,19,3.217628778,0.012848709,0.150089289,0.920776456,0.06056359,0.004951565,0.071354005,0.210637504,0.174328454,-1.197147295,0
62522.22222,31.6,-7.683101376,-0.399604829,9.149679734,-0.05802628,0.208570146,0.825075169,-0.053157906,-0.036335413,0.30261361,-0.354959739,0.081359545,0.077781588,0
126206.6667,4.512,4.212597134,0.121089312,-2.693496818,-0.01814473,-251,,0.16716801,-0.055893711,-0.181548885,,-146,0.243086156,0
184215.5556,15.92,4.229686883,0.164674308,-7.993390341,-0.023527004,0.223999408,0.333519428,-115,0.047906534,0.046684516,1.398260424,0.365989906,0.156493177,0
134356.6667,90.4,-3.514659072,-0.124673951,9.364208849,-0.003342641,0.015454366,1.258766338,,-0.035177447,0.048334868,-0.017680044,0.139584546,0.585258952,0
144880,39,-429,0.133457474,-14.2976755,0.022571562,,114,-0.104539359,0.107590933,-0.321329119,-0.644392087,0.088354539,-0.399334316,0
188203.3333,62.192,,-0.381983131,7.121971833,-0.036305477,0.350981334,,-0.210152771,-0.041222189,0.098152157,0.082663848,-0.246381243,1.564957054,0
41678.88889,35.328,-5.699454135,-0.34780847,-8.461236197,-0.05268163,0.123790181,54,0.077393621,,-0.016947086,0.766855615,0.460751244,0.198047798,0
177231.1111,215.376,8.678172624,-0.186255518,69,-0.001470816,-0.19918354,1.599674554,-312,0.075191363,0.045324046,0.056165696,1439,0.182420159,0
178020,3.944,10.47027799,0.038414817,5.874964637,-0.012954191,-0.015622917,-80,0.165037925,-0.074711318,0.420328559,-0.683657999,,-0.301606061,0
170778.8889,0.8,4.905957486,0.152165508,-12.84064521,0.056746981,0.381062341,2.414340075,0.051307247,0.160556102,-0.272185547,0.130185016,0.42505999,0.62174203,0
145423.3333,40,159,0.512338858,17.17147762,0.03205765,-0.444034871,-1.83727045,0.242191728,-0.000928097,0.086848888,0.732816363,,0.141070552,0
188170,2.608,,0.269375554,-6.387264494,-0.001039183,0.339810741,-1170,-0.125568972,,0.270625793,-0.240628765,0.122654865,-0.293166499,0
186811.1111,44.72,-5.1495796,-0.102140473,-5.602387967,0.022283122,0.173789666,0.388079992,0.03696375,0.011512775,-0.121058718,0.178876868,,1.618980778,0
81692.22222,50.16,-6.897211126,-0.094393865,,0.026347478,-114,-0.025896437,0.043633274,-0.010683714,0.116571105,-0.198963473,0.150766184,0.855505415,0
166932.2222,45.224,10.03093658,-0.074592225,9.4997423,-0.016754677,-0.031387016,1.13932126,0.077106342,-0.051048313,0.137166574,-0.771302372,0.262489401,0.198012445,0
59643.33333,460.84,27.51646393,-1.278252135,-28.88553385,0.001073456,-3.811539266,1.909687977,4.068384326,-0.011875603,-0.072218741,-0.910012119,-0.635980856,1.178098943,0
135803.3333,26.632,-135,-0.953192632,,0.062950887,0.160838652,-0.143928314,0.068346972,-0.011278046,-0.226796503,-0.466828294,0.259283938,-0.167805056,0
155507.7778,43.2,,0.258672526,-31.97071319,-0.031653674,-0.255272945,-0.351615074,-0.036206705,0.091517566,0.276274489,0.476475254,0.221641875,0.109029531,0
43768.88889,0.792,,-0.117411785,-9.377112543,-0.011659184,0.029215362,,0.074844057,-0.035321321,0.182768452,,-0.329067101,-0.155901457,0
41805.55556,0.712,-0.619366507,-0.117204964,-8.930997735,-0.008011619,,0.712201882,0.083725934,,0.221360006,0.479764826,-0.42782855,-1627,0
186743.3333,0.792,-477,-0.0598131,2.493529835,0.00683677,0.005186493,,0.096475361,-0.021425044,-0.106721837,-0.678370855,0.347609951,0.213360687,0
86782.22222,27.592,-6.511241755,0.221797747,27.09301905,-0.009656376,-189,-0.097229784,0.132481717,0.003724252,-0.175692891,-0.045778363,-0.065865796,-1.341132279,0
179777.7778,0.712,151,-0.110646178,,-0.003014046,-0.02454697,1.4817342,0.136520547,-0.021154952,0.099301966,0.02626825,-0.300970342,-0.312246731,0
159846.6667,19.352,-1.459938653,-1.154765363,8.581747156,-0.065192302,0.387440399,-0.829559409,,-0.040446599,0.090509541,,0.206838199,-0.515808109,0
73667.77778,31.992,-134,0.521046545,21.60828031,-0.010438743,-0.20150753,43,-434,0.10809184,0.047571693,,,-325,0
25813.33333,906.512,-9.743816399,-1.238397735,11.31254276,-0.016656337,-1.018054388,-3.621851896,-1.498107742,-440,-0.520134349,-55,-114,-0.641641973,0
154138.8889,64.48,-541,0.142688587,-8.015695043,-0.031669574,0.168650919,-0.202413369,,-0.014979527,-0.177757389,0.494275918,-1255,0.609107163,0
96843.33333,7.2,,0.273225168,15.80819574,-0.002858871,-0.038151412,,,-55,0.090118004,-0.76530657,0.377782923,,0
136430,23.992,4.070546555,0.300025207,-23.46889829,-0.043578004,-0.270811368,-0.12816133,-0.053513897,0.028771574,-0.256979002,0.990690421,0.419317953,0.069407144,0
146296.6667,88,3.764933212,-0.331808158,12.94898927,-0.107934283,-265,0.405839562,-0.320997604,0.038519425,-0.159602591,,0.125624928,-0.945135114,0
158044.4444,7.992,3.1771675,0.197900378,-5.484390671,-0.008421692,-492,-459,0.062085324,-0.049877162,0.027404464,0.394707916,-0.237244287,-0.239735198,0
168185.5556,15.84,0.783199254,0.131230622,16.12972045,-0.004529664,-0.030450192,-5.323685042,,0.030771744,0.15408834,-0.633630813,24,,0
45926.66667,24,-10.08163065,0.67227333,4.157638785,0.050612582,-0.09224576,0.441274159,0.141052366,0.034575698,-0.026013217,-0.041510358,,0.22912637,0
27342.22222,1.816,-1961,0.07478698,-9.279022926,0.0202237,,,0.102625596,-0.06143239,-0.27334177,0.046446692,,-481,0
43185.55556,18.32,-9.68627349,-0.183688548,30.96726008,-0.034873429,-0.022241567,1322,0.230644756,0.041556926,-0.019457921,1.087742112,0.029222759,0.100724273,0
57838.88889,56,-12.53197568,0.399595316,-16.95116468,-0.016534375,-0.385007097,0.890329679,-0.043901095,0.056088506,0.180834258,-0.351754374,0.083122368,0.623219561,0
150578.8889,30.2,3.792223565,0.254812307,11.05877569,0.012893649,0.298731635,-125,0.002084007,-0.043637674,0.279445149,-0.473215592,0.366303514,-0.119251259,0
52677.77778,33.552,-1.540959485,0.17843269,,0.014781542,-0.15557803,1.004407431,0.216161338,-0.022735393,0.035227295,-0.312223512,-0.49752696,-1.225789909,0
79413.33333,40,-7.028904677,0.497813307,9.471155446,-0.051281292,-46,-1.036840957,0.012861634,0.003396724,0.233174267,1.160742823,,-0.054702412,0
82803.33333,71.92,-2.230174762,,6.622190261,-0.007440589,0.490039034,0.048730047,-0.083148181,-0.030239032,-0.369703266,-0.128592895,0.334185202,,0
77068.88889,0.8,2.350223423,-0.323008267,-253,0.033052414,0.195452029,-100,0.02499199,-128,-0.23146206,0.373075321,0.006266532,0.429395279,0
183546.6667,1.432,8.364923224,0.430529908,-2.812777423,0.016583171,0.237542905,-4.151824128,-0.088603176,0.045332002,0.093152617,,-0.388988444,-0.259924075,0
153641.1111,25.448,-418,0.434824379,4.48555657,-0.010655094,-0.383008402,0.789008024,0.223695401,0.00397321,0.066072353,0.354288118,,0.246332473,0
169225.5556,10,-4.505090947,0.64760844,-3.723680672,0.035635873,0.296757389,1.402123133,0.028038773,,-0.279404338,-0.007724312,-0.014721058,-1.183294127,0
173655.5556,8,-25,-0.138802429,-1.190691233,0.01052927,-0.128602417,0.675920172,,-0.00034234,0.193998068,0.0825767,0.313017844,0.311348293,0
70065.55556,312,2.38941782,-0.063943002,26.65907476,0.004816847,-0.57285465,-6.133149942,-0.161024661,0.044993338,-0.004322793,-0.949305766,-0.605066936,0.664838343,0
94614.44444,0.608,7.251351348,-0.02860946,-10.68660014,0.016146344,0.797439963,1.276493053,0.142062334,-187,0.150702461,-0.091413842,0.036923986,-0.415155064,0
51712.22222,1.424,72,-0.111842188,-7.481967459,-0.007443573,0.072104569,0.645839553,,-0.003257481,-0.241537499,,-0.354645207,-0.222238123,0
50381.11111,0.792,-2.746862653,-0.135307851,-2.334812535,0.010136856,-342,0.418121293,0.072669196,,0.027263387,-0.201537003,-0.211504392,,0
179407.7778,20,6.716853996,0.291105188,,-0.027106106,,,-0.044649551,,-0.225650739,-0.813243145,0.589283381,,0
147693.3333,9.52,5.478873318,-499,24.71450399,-0.024075373,-0.272781858,-0.352148245,0.348021668,0.005189394,0.23933125,1.090653342,-0.623256771,-0.688202763,0
156842.2222,221.44,,-0.240892643,-1.323394278,-0.0117957,-0.374094616,-0.607673584,-0.187304055,0.04170516,-0.12670543,0.700567999,-0.176918741,-0.218150188,0
79232.22222,7.992,1667,-0.276862719,-4.852290523,0.003201466,-280,0.868008071,-71,-0.02258707,-0.135153575,-0.482885804,-0.195306581,1.021059425,0
175863.3333,12,5.131917407,,-364,0.005666496,-0.340627598,0.673841137,0.205752452,0.025496308,-0.157793238,,0.005775082,0.284652758,0
87513.33333,94.4,-5.782163723,0.253169302,7.389618919,-0.023827279,-0.615813667,8,-430,0.001806277,-0.02447955,0.36814457,0.059556261,-263,0
133846.6667,17.8,,-0.049610436,3.859381719,-0.017728939,0.289982877,1.49109821,,0.041420071,0.121343507,-269,,0.108212983,0
35522.22222,13.424,0.990053545,-0.014399863,6.900624213,-0.045726555,0.156094223,-4.897619951,-0.023639257,-0.006303108,0.049905061,-0.967466854,,0.522515158,0
146517.7778,32,8.631425145,0.064101197,-2.130599327,-0.020012589,-0.072542646,0.629111962,0.104012901,-0.058608879,0.316861686,-0.166045117,-0.205803353,91,0
66894.44444,78.584,-1.586042769,0.135743161,16.80696385,0.030439461,-0.194799212,1.321337948,0.151839626,-0.006911038,-0.05142468,,-0.41952013,-1.376849033,0
149544.4444,4,0.068225638,-0.030421311,-3.667482478,0.050712296,0.330551032,1.195453388,0.113404303,0.05871197,-0.043891061,-0.883833846,,1.85906043,0
151752.2222,7.448,3.355861908,0.078584147,-5.075870683,0.013048265,0.347579662,1.116391764,-0.053913539,0.151677585,0.093232864,-0.495937662,-327,-0.998576417,0
64950,2.408,,0.112553996,5.411676059,-0.025944719,0.332896843,-258,-63,-0.012300167,0.029372793,-22,0.108916015,0.637378913,0
4470,23.992,-10.14416532,-0.119830794,2.3582951,0.004460423,0.158564665,-83,,-0.058897798,-0.264787389,-0.369087047,0.18230905,-0.641661973,0
51961.11111,30.336,189,-0.602366535,-7.456619285,0.025691326,0.390925837,,,0.079873536,0.068880443,-0.537135464,-0.349695115,0.557191594,0
53248.88889,15.84,0.022204158,0.220044871,-19.25943555,-0.029284838,-0.14456402,0.779840643,-0.043299839,0.006117745,0.036863504,,,-0.018141172,0
56425.55556,7.96,-4.138698154,-0.154859889,,-0.011943704,-413,,313,0.025435903,-0.039695337,,-495,-467,0
56788.88889,7.992,-3.475059975,-0.20316721,-132,0.031244243,,-1.671333386,0.09965804,-0.064865742,0.227589844,1.043512321,0.140320646,0.94394839,0
166974.4444,138.704,1485,-0.049188441,-2.158286602,-0.018623789,-0.21644681,,-0.058525569,-0.021531959,0.016193534,1.03373668,0.22742623,0.758405677,0
148906.6667,135.864,-276,0.077669459,12.24524646,0.024294671,11,,-335,-0.005173333,0.049635857,-0.020432912,-0.453980573,-51,0
155195.5556,29.48,12.66077678,-0.040933365,1.502216494,0.02896033,-0.059322595,-4.40617683,0.064736576,-0.039247448,0.032349397,-0.679821503,0.308536059,0.629629612,0
111768.8889,7.872,7.262657378,-177,-2.716684635,0.023346035,-188,-4.243491933,-0.010787054,-0.037642561,-0.26273243,-0.508012682,,-0.192858735,0
141298.8889,150.448,13.83914681,,25.76035258,0.001997599,-0.254070873,24,0.118108937,27,-0.046138734,0.910442902,0.078466537,-89,0
164547.7778,57.6,,-0.251295006,7.996299419,0.060489036,-0.106380978,0.697829203,0.268410233,0.110774223,0.224412786,-255,-0.333776966,1.087135942,0
30154.44444,120.2,-1.54136689,-0.389498279,7.336427619,0.007409911,-0.100830654,-0.052009505,-0.009591735,-0.031264152,0.332808166,,-0.036646425,0.543309986,0
163702.2222,400,16,-0.418901826,77,0.001662694,-0.828446539,-0.963389515,0.037333823,0.095900947,-0.187783752,-0.43228097,0.115947393,0.227217002,0
45765.55556,19.6,,-0.241371993,-2.558063281,0.014222361,-1.109203602,,0.260950217,-0.055579349,0.153766745,-1.158831383,-0.159398074,-663,0
92483.33333,25.704,-28,-222,-5.34864388,-0.020389707,0.369857713,-0.362306716,-0.262894367,-0.061510683,0.010465209,-162,-275,-400,0
163850,40.728,41.01280138,0.226221024,-32.92029315,0.040111213,2.559646781,2.362523913,-0.115543726,-0.285267721,-0.288058968,0.075732696,0.109123059,-450,0
127471.1111,45.448,1.840294215,-0.096737484,-12.40347875,0.004177322,-0.154863104,,0.00767466,-31,-0.166202079,-0.050336111,0.017160485,-0.263940906,0
160552.2222,0.68,21.098894,0.795455003,13.51225832,0.025655478,1.797141896,2.412340835,,0.04346631,0.452001978,0.447198232,0.093833651,-0.194138457,0
148771.1111,31.552,3.663661499,0.070548639,13.84592055,-0.052453485,0.27683725,0.31100725,-0.020547069,-0.020477602,-0.130201726,-0.085811956,0.285758137,-1.248652703,0
176283.3333,19.192,1.88500833,0.157444876,0.161977557,-0.004440545,-0.206839694,1.046100068,888,0.006453726,0.115668234,-0.060212427,0.355945368,-1.229311678,0
176048.8889,423.616,,0.434497042,2.680635623,0.024440735,-1.304251189,,-0.77268888,0.000187829,0.160795124,0.155676062,-0.711369769,0.880531231,0
178821.1111,41.984,8.066104673,0.189727084,-2.363553981,-0.016465515,0.064392409,-91,0.636905543,-0.049861119,0.238952171,0.18941286,0.100947664,-0.379139819,0
26683.33333,71.992,0.39050442,-0.336345463,22.18886859,0.0830259,0.008879961,-0.911488658,0.129725436,-0.133759821,-0.035985113,,-58,0.356337913,0
147443.3333,541.92,7.960382291,-0.112845468,3.895265495,0.017777891,-0.711338336,-2.641271783,-0.562778323,-0.018332487,0.06928744,0.902659291,-0.500997237,-199,0
82077.77778,8,,-0.181453674,2.077242545,-0.027343849,0.286571198,0.487195686,-458,-0.002963637,-0.268660577,0.40705663,,0.413174591,0
59230,7.192,-4.017349029,-0.022715317,-4.771502754,0.005819451,0.440500307,1.576341379,-0.002385272,-0.039930444,-0.02238167,-0.658412322,-271,-0.091829608,0
141501.1111,122.12,-13,0.385006575,-6.460559219,0.028455376,-0.544332808,-298,0.063864227,-420,-0.146750141,0.119785513,0.273447181,0.19050037,0
191578.8889,32.128,3.467422292,0.111620817,,0.045632462,-0.110398826,-0.465348586,-0.002175889,-0.028682324,-0.059949553,0.314524821,-0.045504532,-0.307378537,0
64096.66667,38.232,-6.901203444,-240,-7.531341906,0.051135331,-0.079927276,0.06183324,1113,-49,0.419385496,-0.336567726,0.322727714,0.347911044,0
142706.6667,35.64,-1.918546609,-0.460847296,-33.99788876,-0.02158672,-2.500023114,4.176524573,2.869598899,,-0.426632573,-0.129721608,,-387,0
136986.6667,17.6,,0.580256181,-33.29892037,-0.00450673,-0.103508966,0.221389311,0.002763606,0.133621695,-0.006290187,1.219977198,0.296262098,0.253545234,0
174036.6667,12,3.989168626,0.691727628,-23.81935583,-0.011503254,0.131115198,0.787760826,-0.014015404,-0.011775212,-0.185338766,0.928835912,0.688563327,,0
139862.2222,120,11.04129972,-0.317009765,5.385313029,0.011860905,-0.01170718,1.160904906,-0.038712561,-0.042038343,-0.086445149,-0.481116494,0.198504614,0.691953298,0
73272.22222,2.152,,-0.191278608,-298,0.008939505,0.036109956,1.581673271,,-0.032188033,0.298174872,-0.633144887,-0.34336793,-0.122661638,0
30507.77778,9.896,-5.050307904,0.029324512,-5.603864618,0.000283753,0.191585109,0.135681976,-177,0.014545183,-0.017330991,0.354524463,-0.211412451,-0.157839048,0
156071.1111,110.384,9.643677537,-0.441345594,-3.239697045,-0.003691904,0.549059631,1.723282662,-0.204225618,0.191897743,-0.083331283,0.329353246,-609,0.580887266,0
47151.11111,28.8,-2.001359068,-0.323318212,1.545082577,0.019822521,0.097724158,-368,0.001020036,-0.007832965,-0.286396468,-0.730393291,0.11862017,0.548819907,0
136246.6667,12,,0.354442748,-10.85348396,-0.040597602,0.066487801,-282,-0.138457406,0.077960474,-0.114469719,0.025823186,32,0.368478564,0
69577.77778,4.512,,,6.860164754,-0.058535629,0.262094226,-4.980906078,-0.02847797,-0.026585042,0.035314089,-0.974421739,-0.097366393,0.312567276,0
33574.44444,6.76,,0.328383801,-11.80308995,-0.001925867,0.154042567,0.504751533,0.032361883,-274,0.078230678,-324,,-1.396733,0
48285.55556,6.392,12.0222577,-0.300475496,-7.508917654,0.030923208,12,-89,-0.561705944,0.211657555,0.082938323,0.149880767,-0.033585448,0.561478079,0
69442.22222,20.064,-4.889568288,-0.330109713,12.36939065,-0.040486323,,-0.310321943,0.00340753,-0.035326049,0.290805002,0.003678247,0.075770902,0.280035021,0
145520,14.8,7.994565689,0.215459547,12.37044929,0.015358081,-0.134372181,14,0.379688322,-0.10236092,0.373274926,0.720809723,0.283284978,-1.876261302,0
162220,7.192,25.66204409,0.388369086,,0.035116928,1.717601157,1.997947134,1138,0.04236861,-0.097068817,-0.527742825,-0.505417402,0.095969355,0
189602.2222,12.072,6.822186463,-0.247735995,54,-0.037216017,0.666326285,-493,0.123994894,,-0.208832331,0.051164715,-22,0.323652814,0
165085.5556,5.592,2.303906925,0.098190726,0.247943827,0.021596919,0.435052284,0.321519296,0.702972657,-0.034274371,0.189438639,,-480,-0.388988251,0
79533.33333,14.392,,-0.104137251,-3.838620581,0.006381792,0.030240166,0.053198214,0.038940812,-0.01404595,-0.059459872,0.742537966,-0.338554442,-0.269556066,0
7536.666667,3.408,54,-0.176435852,-6.718297992,0.013340225,0.086133799,0.064259401,0.076490843,-0.077932799,-0.327051318,-430,-0.367714544,-0.137284728,0
